dataset,pub,error,url
unfpa-mu,unfpa,curl: download ERROR 404,"https://open.unfpa.org/IATI/release/UNFPA_MU.xml"
unfpa-mu,unfpa,dflat: input XML file does not exist,"https://open.unfpa.org/IATI/release/UNFPA_MU.xml"
unfpa-mu,unfpa,restored 15 files,"https://open.unfpa.org/IATI/release/UNFPA_MU.xml"
unfpa-mv,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MV.xml"
unfpa-mv,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MV.xml"
unfpa-mv,unfpa,restored 10 files,"http://open.unfpa.org/IATI/release/UNFPA_MV.xml"
unfpa-mw,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MW.xml"
unfpa-mw,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MW.xml"
unfpa-mw,unfpa,restored 45 files,"http://open.unfpa.org/IATI/release/UNFPA_MW.xml"
unfpa-mx,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MX.xml"
unfpa-mx,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MX.xml"
unfpa-mx,unfpa,restored 38 files,"http://open.unfpa.org/IATI/release/UNFPA_MX.xml"
unfpa-my,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_MY.xml"
unfpa-my,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_MY.xml"
unfpa-my,unfpa,restored 8 files,"http://open.unfpa.org/IATI/release/UNFPA_MY.xml"
unfpa-mz,unfpa,curl: download ERROR 404,"https://open.unfpa.org/IATI/release/UNFPA_MZ.xml"
unfpa-mz,unfpa,dflat: input XML file does not exist,"https://open.unfpa.org/IATI/release/UNFPA_MZ.xml"
unfpa-mz,unfpa,restored 63 files,"https://open.unfpa.org/IATI/release/UNFPA_MZ.xml"
unfpa-na,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_NA.xml"
unfpa-na,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_NA.xml"
unfpa-na,unfpa,restored 26 files,"http://open.unfpa.org/IATI/release/UNFPA_NA.xml"
unfpa-ne,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_NE.xml"
unfpa-ne,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_NE.xml"
unfpa-ne,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_NE.xml"
unfpa-ng,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_NG.xml"
unfpa-ng,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_NG.xml"
unfpa-ng,unfpa,restored 45 files,"http://open.unfpa.org/IATI/release/UNFPA_NG.xml"
unfpa-ni,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_NI.xml"
unfpa-ni,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_NI.xml"
unfpa-ni,unfpa,restored 18 files,"http://open.unfpa.org/IATI/release/UNFPA_NI.xml"
unfpa-np,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_NP.xml"
unfpa-np,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_NP.xml"
unfpa-np,unfpa,restored 42 files,"http://open.unfpa.org/IATI/release/UNFPA_NP.xml"
unfpa-om,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_OM.xml"
unfpa-om,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_OM.xml"
unfpa-om,unfpa,restored 4 files,"http://open.unfpa.org/IATI/release/UNFPA_OM.xml"
unfpa-org,unfpa,curl: download ERROR 404,"https://open.unfpa.org/IATI/release/UNFPA_organisation.xml"
unfpa-org,unfpa,dflat: input XML file does not exist,"https://open.unfpa.org/IATI/release/UNFPA_organisation.xml"
unfpa-org,unfpa,restored 1 files,"https://open.unfpa.org/IATI/release/UNFPA_organisation.xml"
unfpa-pa,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PA.xml"
unfpa-pa,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PA.xml"
unfpa-pa,unfpa,restored 11 files,"http://open.unfpa.org/IATI/release/UNFPA_PA.xml"
unfpa-pe,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PE.xml"
unfpa-pe,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PE.xml"
unfpa-pe,unfpa,restored 23 files,"http://open.unfpa.org/IATI/release/UNFPA_PE.xml"
unfpa-pg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PG.xml"
unfpa-pg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PG.xml"
unfpa-pg,unfpa,restored 31 files,"http://open.unfpa.org/IATI/release/UNFPA_PG.xml"
unfpa-ph,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PH.xml"
unfpa-ph,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PH.xml"
unfpa-ph,unfpa,restored 32 files,"http://open.unfpa.org/IATI/release/UNFPA_PH.xml"
unfpa-pk,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PK.xml"
unfpa-pk,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PK.xml"
unfpa-pk,unfpa,restored 53 files,"http://open.unfpa.org/IATI/release/UNFPA_PK.xml"
unfpa-ps,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PS.xml"
unfpa-ps,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PS.xml"
unfpa-ps,unfpa,restored 40 files,"http://open.unfpa.org/IATI/release/UNFPA_PS.xml"
unfpa-py,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_PY.xml"
unfpa-py,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_PY.xml"
unfpa-py,unfpa,restored 16 files,"http://open.unfpa.org/IATI/release/UNFPA_PY.xml"
unfpa-reg1,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-ARAB-STATES.xml"
unfpa-reg1,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-ARAB-STATES.xml"
unfpa-reg1,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-ARAB-STATES.xml"
unfpa-reg2,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-ASIA-PACIFIC.xml"
unfpa-reg2,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-ASIA-PACIFIC.xml"
unfpa-reg2,unfpa,restored 44 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-ASIA-PACIFIC.xml"
unfpa-reg3,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-EASTERN-SOUTHERN-AFRICA.xml"
unfpa-reg3,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-EASTERN-SOUTHERN-AFRICA.xml"
unfpa-reg3,unfpa,restored 30 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-EASTERN-SOUTHERN-AFRICA.xml"
unfpa-reg4,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-EUROPE-CENTRAL-ASIA.xml"
unfpa-reg4,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-EUROPE-CENTRAL-ASIA.xml"
unfpa-reg4,unfpa,restored 39 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-EUROPE-CENTRAL-ASIA.xml"
unfpa-reg5,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-LATAM-CARIBBEAN.xml"
unfpa-reg5,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-LATAM-CARIBBEAN.xml"
unfpa-reg5,unfpa,restored 35 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-LATAM-CARIBBEAN.xml"
unfpa-reg6,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_REG-WESTERN-CENTRAL-AFRICA.xml"
unfpa-reg6,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_REG-WESTERN-CENTRAL-AFRICA.xml"
unfpa-reg6,unfpa,restored 32 files,"http://open.unfpa.org/IATI/release/UNFPA_REG-WESTERN-CENTRAL-AFRICA.xml"
unfpa-rs,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_RS.xml"
unfpa-rs,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_RS.xml"
unfpa-rs,unfpa,restored 15 files,"http://open.unfpa.org/IATI/release/UNFPA_RS.xml"
unfpa-rw,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_RW.xml"
unfpa-rw,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_RW.xml"
unfpa-rw,unfpa,restored 25 files,"http://open.unfpa.org/IATI/release/UNFPA_RW.xml"
unfpa-sd,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SD.xml"
unfpa-sd,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SD.xml"
unfpa-sd,unfpa,restored 51 files,"http://open.unfpa.org/IATI/release/UNFPA_SD.xml"
unfpa-sl,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SL.xml"
unfpa-sl,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SL.xml"
unfpa-sl,unfpa,restored 45 files,"http://open.unfpa.org/IATI/release/UNFPA_SL.xml"
unfpa-sn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SN.xml"
unfpa-sn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SN.xml"
unfpa-sn,unfpa,restored 40 files,"http://open.unfpa.org/IATI/release/UNFPA_SN.xml"
unfpa-so,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SO.xml"
unfpa-so,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SO.xml"
unfpa-so,unfpa,restored 48 files,"http://open.unfpa.org/IATI/release/UNFPA_SO.xml"
unfpa-sreg1,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SREG-CARIB-ENGLISH-DUTCH.xml"
unfpa-sreg1,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SREG-CARIB-ENGLISH-DUTCH.xml"
unfpa-sreg1,unfpa,restored 22 files,"http://open.unfpa.org/IATI/release/UNFPA_SREG-CARIB-ENGLISH-DUTCH.xml"
unfpa-sreg2,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SREG-PACIFIC-ISLANDS.xml"
unfpa-sreg2,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SREG-PACIFIC-ISLANDS.xml"
unfpa-sreg2,unfpa,restored 54 files,"http://open.unfpa.org/IATI/release/UNFPA_SREG-PACIFIC-ISLANDS.xml"
unfpa-ss,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SS.xml"
unfpa-ss,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SS.xml"
unfpa-ss,unfpa,restored 42 files,"http://open.unfpa.org/IATI/release/UNFPA_SS.xml"
unfpa-st,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ST.xml"
unfpa-st,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ST.xml"
unfpa-st,unfpa,restored 11 files,"http://open.unfpa.org/IATI/release/UNFPA_ST.xml"
unfpa-sv,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SV.xml"
unfpa-sv,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SV.xml"
unfpa-sv,unfpa,restored 21 files,"http://open.unfpa.org/IATI/release/UNFPA_SV.xml"
unfpa-sy,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SY.xml"
unfpa-sy,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SY.xml"
unfpa-sy,unfpa,restored 28 files,"http://open.unfpa.org/IATI/release/UNFPA_SY.xml"
unfpa-sz,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_SZ.xml"
unfpa-sz,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_SZ.xml"
unfpa-sz,unfpa,restored 26 files,"http://open.unfpa.org/IATI/release/UNFPA_SZ.xml"
unfpa-td,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TD.xml"
unfpa-td,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TD.xml"
unfpa-td,unfpa,restored 36 files,"http://open.unfpa.org/IATI/release/UNFPA_TD.xml"
unfpa-tg,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TG.xml"
unfpa-tg,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TG.xml"
unfpa-tg,unfpa,restored 26 files,"http://open.unfpa.org/IATI/release/UNFPA_TG.xml"
unfpa-th,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TH.xml"
unfpa-th,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TH.xml"
unfpa-th,unfpa,restored 14 files,"http://open.unfpa.org/IATI/release/UNFPA_TH.xml"
unfpa-tj,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TJ.xml"
unfpa-tj,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TJ.xml"
unfpa-tj,unfpa,restored 26 files,"http://open.unfpa.org/IATI/release/UNFPA_TJ.xml"
unfpa-tl,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TL.xml"
unfpa-tl,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TL.xml"
unfpa-tl,unfpa,restored 35 files,"http://open.unfpa.org/IATI/release/UNFPA_TL.xml"
unfpa-tm,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TM.xml"
unfpa-tm,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TM.xml"
unfpa-tm,unfpa,restored 12 files,"http://open.unfpa.org/IATI/release/UNFPA_TM.xml"
unfpa-tn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TN.xml"
unfpa-tn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TN.xml"
unfpa-tn,unfpa,restored 16 files,"http://open.unfpa.org/IATI/release/UNFPA_TN.xml"
unfpa-tr,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TR.xml"
unfpa-tr,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TR.xml"
unfpa-tr,unfpa,restored 19 files,"http://open.unfpa.org/IATI/release/UNFPA_TR.xml"
unfpa-tz,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_TZ.xml"
unfpa-tz,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_TZ.xml"
unfpa-tz,unfpa,restored 45 files,"http://open.unfpa.org/IATI/release/UNFPA_TZ.xml"
unfpa-ua,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_UA.xml"
unfpa-ua,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_UA.xml"
unfpa-ua,unfpa,restored 23 files,"http://open.unfpa.org/IATI/release/UNFPA_UA.xml"
unfpa-ug,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_UG.xml"
unfpa-ug,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_UG.xml"
unfpa-ug,unfpa,restored 44 files,"http://open.unfpa.org/IATI/release/UNFPA_UG.xml"
unfpa-uy,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_UY.xml"
unfpa-uy,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_UY.xml"
unfpa-uy,unfpa,restored 17 files,"http://open.unfpa.org/IATI/release/UNFPA_UY.xml"
unfpa-uz,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_UZ.xml"
unfpa-uz,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_UZ.xml"
unfpa-uz,unfpa,restored 10 files,"http://open.unfpa.org/IATI/release/UNFPA_UZ.xml"
unfpa-ve,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_VE.xml"
unfpa-ve,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_VE.xml"
unfpa-ve,unfpa,restored 21 files,"http://open.unfpa.org/IATI/release/UNFPA_VE.xml"
unfpa-vn,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_VN.xml"
unfpa-vn,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_VN.xml"
unfpa-vn,unfpa,restored 19 files,"http://open.unfpa.org/IATI/release/UNFPA_VN.xml"
unfpa-xk,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_XK.xml"
unfpa-xk,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_XK.xml"
unfpa-xk,unfpa,restored 15 files,"http://open.unfpa.org/IATI/release/UNFPA_XK.xml"
unfpa-ye,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_YE.xml"
unfpa-ye,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_YE.xml"
unfpa-ye,unfpa,restored 20 files,"http://open.unfpa.org/IATI/release/UNFPA_YE.xml"
unfpa-za,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ZA.xml"
unfpa-za,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ZA.xml"
unfpa-za,unfpa,restored 24 files,"http://open.unfpa.org/IATI/release/UNFPA_ZA.xml"
unfpa-zm,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ZM.xml"
unfpa-zm,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ZM.xml"
unfpa-zm,unfpa,restored 30 files,"http://open.unfpa.org/IATI/release/UNFPA_ZM.xml"
unfpa-zw,unfpa,curl: download ERROR 404,"http://open.unfpa.org/IATI/release/UNFPA_ZW.xml"
unfpa-zw,unfpa,dflat: input XML file does not exist,"http://open.unfpa.org/IATI/release/UNFPA_ZW.xml"
unfpa-zw,unfpa,restored 28 files,"http://open.unfpa.org/IATI/release/UNFPA_ZW.xml"
unops-cg,unops,Converting IATI activities version 1.03 to version 2.03,"https://iati-content.unops.org/data/iati/iati-activities/iati_activity_CG.xml"
unops-multi,unops,curl: download ERROR 404,"https://iati-content.unops.org/data/iati/20220304/iati-activities/iati_activity_MULTI.xml"
unops-multi,unops,dflat: input XML file does not exist,"https://iati-content.unops.org/data/iati/20220304/iati-activities/iati_activity_MULTI.xml"
unops-multi,unops,restored 0 files,"https://iati-content.unops.org/data/iati/20220304/iati-activities/iati_activity_MULTI.xml"
unops-sc,unops,Converting IATI activities version 1.03 to version 2.03,"https://iati-content.unops.org/data/iati/iati-activities/iati_activity_SC.xml"
vao-org,vao,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/vao-org.xml"
viva-org,viva,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/viva-org.xml"
vso-activity,vso,Converting IATI activities version 1.03 to version 2.03,"https://www.vsointernational.org/sites/default/files/vso_activities_0.xml"
vso-gec,vso,Converting IATI activities version 1.03 to version 2.03,"https://www.vsointernational.org/sites/default/files/vso_gec.xml"
w4p-bo,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-bo.xml"
w4p-gt,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-gt.xml"
w4p-hn,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-hn.xml"
w4p-in,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-in.xml"
w4p-mw,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-mw.xml"
w4p-ni,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-ni.xml"
w4p-org,w4p,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-org.xml"
w4p-pe,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-pe.xml"
w4p-rw,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-rw.xml"
w4p-ug,w4p,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/w4p-ug.xml"
wacc-uk-activities,wacc-uk,Converting IATI activities version 1.02 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/wacc-uk-activities.xml"
waronwant-hn,waronwant,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/waronwant-hn.xml"
waronwant-ke,waronwant,Converting IATI activities version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/waronwant-ke.xml"
waronwant-org,waronwant,Converting IATI organisations version 1.03 to version 2.03,"https://aidstream.s3.us-west-2.amazonaws.com/xml/waronwant-org.xml"
wateraid-ao,wateraid,Converting IATI activities version 1.04 to version 2.03,"https://www.wateraid.org/sites/g/files/jkxoof271/files/wa-opendata-ao_6.xml"
wateraid-bd,wateraid,Converting IATI activities version 1.04 to version 2.03,"https://www.wateraid.org/sites/g/files/jkxoof271/files/wa-opendata-bd_5.xml"
wateraid-bf,wateraid,Converting IATI activities version 1.04 to version 2.03,"https://www.wateraid.org/sites/g/files/jkxoof271/files/wa-opendata-bf_5.xml"
wateraid-et,wateraid,Converting IATI activities version 1.04 to version 2.03,"https://www.wateraid.org/sites/g/files/jkxoof271/files/wa-opendata-et_7.xml"
