dataset,pub,type,num,url
usda-congobrazzaville,usda,activities,68,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Congo%20Brazzaville.xml"
usda-congokinshasa,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Congo%20Kinshasa.xml"
usda-costarica,usda,activities,12,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Costa%20Rica.xml"
usda-cotedivoire,usda,activities,11,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Cote%20dIvoire.xml"
usda-denmark,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Denmark.xml"
usda-dominicanrepublic,usda,activities,30,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Dominican%20Republic.xml"
usda-dominica,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Dominica.xml"
usda-ecuador,usda,activities,13,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Ecuador.xml"
usda-egypt,usda,activities,17,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Egypt.xml"
usda-elsalvador,usda,activities,7,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-El%20Salvador.xml"
usda-ethiopia,usda,activities,42,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Ethiopia.xml"
usda-europeregional,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Europe%20regional.xml"
usda-fareastasiaregional,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Far%20East%20Asia%20regional.xml"
usda-fiji,usda,activities,10,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Fiji.xml"
usda-france,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-France.xml"
usda-gabon,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Gabon.xml"
usda-gambiathe,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Gambia%20The.xml"
usda-georgia,usda,activities,12,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Georgia.xml"
usda-ghana,usda,activities,55,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Ghana.xml"
usda-grenada,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Grenada.xml"
usda-guatemala,usda,activities,74,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Guatemala.xml"
usda-guinea-bissau,usda,activities,39,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Guinea-Bissau.xml"
usda-guinea,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Guinea.xml"
usda-guyana,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Guyana.xml"
usda-haiti,usda,activities,52,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Haiti.xml"
usda-honduras,usda,activities,32,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Honduras.xml"
usda-india,usda,activities,31,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-India.xml"
usda-indonesia,usda,activities,16,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Indonesia.xml"
usda-israel,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Israel.xml"
usda-itely,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Italy.xml"
usda-jamaica,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Jamaica.xml"
usda-jordan,usda,activities,24,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Jordan.xml"
usda-kazakhstan,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Kazakhstan.xml"
usda-kenya,usda,activities,89,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Kenya.xml"
usda-koreasouth,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Korea%20South.xml"
usda-kyrgyzstan,usda,activities,16,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Kyrgyzstan.xml"
usda-laos,usda,activities,32,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Laos.xml"
usda-lebanon,usda,activities,6,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Lebanon.xml"
usda-lesotho,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Lesotho.xml"
usda-liberia,usda,activities,43,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Liberia.xml"
usda-luxembourg,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Luxembourg.xml"
usda-madagascar,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Madagascar.xml"
usda-malawi,usda,activities,37,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Malawi.xml"
usda-malaysia,usda,activities,12,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Malaysia.xml"
usda-mali,usda,activities,44,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mali.xml"
usda-marshallislands,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Marshall%20Islands.xml"
usda-mauritania,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mauritania.xml"
usda-mauritius,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mauritius.xml"
usda-mexico,usda,activities,70,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mexico.xml"
usda-micronesiafederatedstatesof,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Micronesia%20Federated%20States%20of.xml"
usda-middleeastregional,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Middle%20East%20regional.xml"
usda-moldova,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Moldova.xml"
usda-mongolia,usda,activities,16,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mongolia.xml"
usda-morocco,usda,activities,21,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Morocco.xml"
usda-mozambique,usda,activities,69,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Mozambique.xml"
usda-multiplecountries,usda,activities,49,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Multiple%20Countries.xml"
usda-namibia,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Namibia.xml"
usda-nepal,usda,activities,21,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Nepal.xml"
usda-newzealand,usda,activities,6,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-New%20Zealand.xml"
usda-nicaragua,usda,activities,48,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Nicaragua.xml"
usda-nigeria,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Nigeria.xml"
usda-niger,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Niger.xml"
usda-northmacedonia,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-North%20Macedonia.xml"
usda-oceaniaregional,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Oceania%20regional.xml"
usda-org,usda,organisations,1,"https://dept-of-state-iati.s3.amazonaws.com/organisation/usda.xml"
usda-pakistan,usda,activities,22,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Pakistan.xml"
usda-panama,usda,activities,8,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Panama.xml"
usda-papuanewguinea,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Papua%20New%20Guinea.xml"
usda-paraguay,usda,activities,8,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Paraguay.xml"
usda-peru,usda,activities,45,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Peru.xml"
usda-phgilippines,usda,activities,31,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Philippines.xml"
usda-russia,usda,activities,17,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Russia.xml"
usda-rwanda,usda,activities,20,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Rwanda.xml"
usda-saintlucia,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Saint%20Lucia.xml"
usda-samoa,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Samoa.xml"
usda-senegal,usda,activities,45,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Senegal.xml"
usda-sierraleone,usda,activities,21,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Sierra%20Leone.xml"
usda-slovenia,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Slovenia.xml"
usda-solomonislands,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Solomon%20Islands.xml"
usda-southafrica,usda,activities,21,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-South%20Africa.xml"
usda-southamericaregional,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-South%20America%20regional.xml"
usda-southasiaregional,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-South%20Asia%20regional.xml"
usda-southofsahararegional,usda,activities,45,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-South%20of%20Sahara%20regional.xml"
usda-spain,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Spain.xml"
usda-srilanka,usda,activities,8,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Sri%20Lanka.xml"
usda-stkittsandnevis,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-St.%20Kitts%20and%20Nevis.xml"
usda-sudan,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Sudan.xml"
usda-switzerland,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Switzerland.xml"
usda-tajikistan,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Tajikistan.xml"
usda-tanzania,usda,activities,65,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Tanzania.xml"
usda-thailand,usda,activities,14,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Thailand.xml"
usda-timor-leste,usda,activities,19,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Timor-Leste.xml"
usda-togo,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Togo.xml"
usda-trinidadandtobago,usda,activities,13,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Trinidad%20and%20Tobago.xml"
usda-tunisia,usda,activities,8,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Tunisia.xml"
usda-turkey,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Turkey.xml"
usda-turksandcaicosislands,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Turks%20and%20Caicos%20Islands.xml"
usda-uganda,usda,activities,91,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Uganda.xml"
usda-ukraine,usda,activities,16,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Ukraine.xml"
usda-uruguay,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Uruguay.xml"
usda-uzbekistan,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Uzbekistan.xml"
usda-vanuatu,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Vanuatu.xml"
usda-vietnam,usda,activities,25,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Vietnam.xml"
usda-westbankandgaza,usda,activities,5,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-West%20Bank%20and%20Gaza.xml"
usda-westindiesregional,usda,activities,18,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-West%20Indies%20regional.xml"
usda-worldwide,usda,activities,185,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Worldwide.xml"
usda-zambia,usda,activities,9,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Zambia.xml"
usda-zimbabwe,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Zimbabwe.xml"
us-imawh-activities,us-imawh,activities,1,"https://aidstream.s3.us-west-2.amazonaws.com/xml/us-imawh-activities.xml"
us-imawh-org,us-imawh,organisations,1,"https://aidstream.s3.us-west-2.amazonaws.com/xml/us-imawh-org.xml"
ustda-afghanistan,ustda,activities,1,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Afghanistan.xml"
ustda-algeria,ustda,activities,1,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Algeria.xml"
ustda-americaregional,ustda,activities,14,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-America%20regional.xml"
ustda-angola,ustda,activities,3,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Angola.xml"
ustda-asiaregional,ustda,activities,10,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Asia%20regional.xml"
ustda-azerbaijan,ustda,activities,3,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Azerbaijan.xml"
ustda-bangladesh,ustda,activities,1,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Bangladesh.xml"
ustda-belize,ustda,activities,2,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Belize.xml"
ustda-botswana,ustda,activities,3,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Botswana.xml"
ustda-brazil,ustda,activities,58,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Brazil.xml"
ustda-bulgaria,ustda,activities,2,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Bulgaria.xml"
ustda-burkinafaso,ustda,activities,1,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Burkina%20Faso.xml"
ustda-burma,ustda,activities,2,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Burma.xml"
ustda-cameroon,ustda,activities,6,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Cameroon.xml"
ustda-chile,ustda,activities,13,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Chile.xml"
ustda-china,ustda,activities,117,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-China.xml"
ustda-colombia,ustda,activities,17,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Colombia.xml"
ustda-costarica,ustda,activities,1,"https://iati-reporting.s3.amazonaws.com/trade_and_development_agency/xml/iati-activities-Costa%20Rica.xml"
